Name,Team,League,Age,Goals,Assists,ProgP,SoT,G/Sh,SCA,PassesPA,KP,Creation Rank,Scoring Rank
Christian Tabó,Cruz Azul,LigaMX,30,0,0,2,2,0.0,7,3,3,1535.0,1118.0
Christian Tabó,UNAM,LigaMX,30,0,0,8,1,0.0,10,1,4,1538.5,1213.5
Christian Tabó,UNAM,LigaMX,30,0,0,8,1,0.0,10,3,3,1436.0,1213.5
Christian Tabó,UNAM,LigaMX,30,0,0,8,1,0.0,7,1,4,1538.5,1213.5
Christian Tabó,UNAM,LigaMX,30,0,0,8,1,0.0,7,3,3,1436.0,1213.5
Christian Tabó,UNAM,LigaMX,30,0,0,8,2,0.0,10,1,4,1538.5,1118.0
Christian Tabó,UNAM,LigaMX,30,0,0,8,2,0.0,10,3,3,1436.0,1118.0
Christian Tabó,UNAM,LigaMX,30,0,0,8,2,0.0,7,1,4,1538.5,1118.0
Christian Tabó,UNAM,LigaMX,30,0,0,8,2,0.0,7,3,3,1436.0,1118.0
Christopher Trejo,Atlas,LigaMX,24,0,0,7,1,0.0,12,4,7,1275.5,1213.5
Claudio Baeza,Toluca,LigaMX,30,0,0,66,0,0.0,16,3,8,911.0,1389.0
Cristian Calderón,Guadalajara,LigaMX,26,0,3,27,0,0.0,18,16,12,385.0,1389.0
Cristian González Bautista,Necaxa,LigaMX,25,0,1,7,0,0.0,14,7,6,926.0,1389.0
Cristian Jiménez,Cruz Azul,LigaMX,21,0,0,2,0,0,0,0,0,2056.0,1389.0
César Bustos,Monterrey,LigaMX,18,0,0,15,1,0.0,7,2,2,1453.5,1213.5
César Garza,Monterrey,LigaMX,18,1,0,6,2,0.17,3,0,0,1999.0,523.5
César Huerta,UNAM,LigaMX,23,8,2,45,15,0.13,70,19,23,227.0,142.0
César López,Necaxa,LigaMX,21,1,0,0,1,0.5,0,0,0,2149.5,527.5
César Sosa,FC Juárez,LigaMX,19,0,0,4,0,0,1,0,0,2030.5,1389.0
Daniel Aguilar,Puebla,LigaMX,25,0,1,7,1,0.0,10,0,6,1349.0,1213.5
Daniel Alexis Parra,Monterrey,LigaMX,24,0,0,8,1,0.0,2,0,0,1957.0,1213.5
Daniel Armando Ríos,Guadalajara,LigaMX,28,0,0,0,1,0.0,2,0,1,2042.0,1213.5
Daniel Mantilla,Necaxa,LigaMX,27,0,0,4,0,0.0,5,2,2,1634.5,1389.0
Daniel Vázquez,Tijuana,LigaMX,20,0,0,0,1,0.0,3,0,1,2042.0,1213.5
Daniel Álvarez López,Puebla,LigaMX,29,0,2,36,5,0.0,40,23,24,261.0,981.0
David Terans,Pachuca,LigaMX,29,0,0,29,10,0.0,32,7,15,824.5,914.0
Denzell García,FC Juárez,LigaMX,20,1,0,38,5,0.07,26,4,12,903.0,483.5
Diber Cambindo,Cruz Azul,LigaMX,27,4,1,13,9,0.13,18,5,7,847.0,226.5
Diego Abitia,Atlético,LigaMX,20,0,0,0,0,0,0,0,0,2149.5,1389.0
Diego Barbosa,Tijuana,LigaMX,27,0,2,45,3,0.0,36,16,16,281.5,1061.5
Diego Campillo,FC Juárez,LigaMX,22,1,0,18,3,0.2,8,1,1,1576.0,442.5
Diego Chávez Collins,FC Juárez,LigaMX,28,1,1,23,3,0.05,20,6,12,654.5,583.0
Diego De Buen,Puebla,LigaMX,32,5,1,60,9,0.25,37,9,17,376.0,135.5
Diego Gómez,Necaxa,LigaMX,20,0,1,8,0,0.0,5,1,4,1259.5,1389.0
Diego Lainez,UANL,LigaMX,23,3,2,25,3,0.38,27,7,12,524.5,265.0
Diego Medina,Santos,LigaMX,22,1,0,19,2,0.17,17,7,7,1010.0,523.5
Diego Reyes,UANL,LigaMX,31,0,0,29,0,0.0,6,0,2,1551.5,1389.0
Diego Urtiaga,Atlético,LigaMX,25,0,0,0,0,0.0,3,0,0,2149.5,1389.0
Diego Valdés,América,LigaMX,29,6,2,71,11,0.19,42,19,13,227.5,130.0
Diego Valoyes,FC Juárez,LigaMX,27,1,2,8,1,0.17,14,4,6,920.5,619.0
Diego Zago,Puebla,LigaMX,21,0,0,3,0,0.0,0,0,0,2039.0,1389.0
Dieter Villalpando,Atlético,LigaMX,32,3,4,143,16,0.09,79,25,35,27.0,235.5
Domingo Blanco,Tijuana,LigaMX,28,1,2,13,1,0.14,34,9,17,556.0,638.0
Duván Vergara,Santos,LigaMX,27,1,3,43,6,0.04,36,16,20,224.5,485.0
Dória,Santos,LigaMX,29,0,0,24,4,0.0,9,3,1,1380.0,1017.5
Edgar López,Toluca,LigaMX,24,3,0,18,5,0.19,27,6,15,944.5,252.0
Edgar Zaldívar,Atlas,LigaMX,27,0,0,13,2,0.0,8,3,3,1343.5,1118.0
Edson Gutiérrez,Monterrey,LigaMX,27,0,0,1,0,0,0,0,0,2091.5,1389.0
Edson Mata,Mazatlán,LigaMX,20,0,0,0,0,0,0,0,0,2149.5,1389.0
Eduard Bello,Mazatlán,LigaMX,28,2,0,17,3,0.29,27,5,14,996.0,334.0
Eduardo Aguirre,Atlas,LigaMX,25,1,0,13,4,0.05,15,8,6,1076.5,539.0
Eduardo Armenta,Tijuana,LigaMX,22,0,1,26,0,0.0,13,7,5,728.5,1389.0
Eduardo Salvio,UNAM,LigaMX,33,1,2,55,15,0.03,81,21,37,162.0,406.5
Eduardo Águila,Atlético,LigaMX,21,0,0,6,0,0.0,0,0,0,1999.0,1389.0
Efrain Alvarez,Tijuana,LigaMX,21,0,1,2,0,0,1,2,1,1448.5,1389.0
Efraín Orona,Puebla,LigaMX,24,0,0,4,0,0.0,2,0,1,1923.0,1389.0
Elias Montiel,Pachuca,LigaMX,18,0,2,85,2,0.0,35,2,10,548.0,1118.0
Elías Hernández,León,LigaMX,35,0,3,44,4,0.0,35,15,18,247.0,1017.5
Emanuel Gularte,Querétaro,LigaMX,26,1,2,36,4,0.08,18,7,5,591.5,506.5
Emanuel Montejano Arroyo,UNAM,LigaMX,22,0,0,0,0,0,0,0,0,2149.5,1389.0
Emerson Rodríguez,Santos,LigaMX,23,2,2,32,7,0.12,45,14,23,338.5,316.5
Emilio Lara,América,LigaMX,21,0,0,10,0,0,3,2,0,1696.5,1389.0
Emilio Martínez González,Necaxa,LigaMX,20,0,0,36,0,0.0,11,7,4,988.0,1389.0
Emmanuel Echeverría,Santos,LigaMX,20,0,0,1,0,0,0,0,0,2091.5,1389.0
Erick Gutiérrez,Guadalajara,LigaMX,28,1,0,44,4,0.07,12,3,5,1048.5,520.0
Erick Sánchez,Pachuca,LigaMX,24,4,2,134,11,0.16,64,16,27,121.5,185.0
Erik Lira,Cruz Azul,LigaMX,23,0,0,65,0,0.0,26,4,8,871.0,1389.0
Esteban Andrada,Monterrey,LigaMX,32,0,0,0,0,0.0,3,0,0,2149.5,1389.0
Ettson Ayon,Querétaro,LigaMX,22,0,0,7,1,0.0,13,2,2,1582.0,1213.5
Eugenio Pizzuto,UANL,LigaMX,21,0,0,2,0,0.0,0,1,0,1920.5,1389.0
Everardo Del Villar,Toluca,LigaMX,18,0,0,6,0,0,2,1,0,1863.5,1389.0
Ezequiel Unsain,Necaxa,LigaMX,28,0,0,0,0,0,1,1,1,1906.5,1389.0
Fabricio Formiliano,Necaxa,LigaMX,30,0,0,1,0,0.0,0,0,0,2091.5,1389.0
Facundo Almada,Mazatlán,LigaMX,25,2,0,50,3,0.18,15,1,6,1143.5,381.0
Facundo Batista,Necaxa,LigaMX,24,4,1,10,12,0.09,22,3,9,939.0,238.0
Facundo Waller,Puebla,LigaMX,26,0,0,5,0,0.0,5,2,1,1689.5,1389.0
Federico Lértora,Querétaro,LigaMX,33,1,1,75,4,0.06,27,8,13,396.0,531.5
Federico Mancuello,Puebla,LigaMX,34,1,1,22,3,0.14,12,6,7,732.0,486.0
Federico Viñas,León,LigaMX,25,6,1,16,16,0.17,28,2,11,899.5,118.0
Fernando Arce Jr.,Puebla,LigaMX,27,0,0,1,0,0,1,0,0,2091.5,1389.0
Fernando Arce Jr.,Puebla,LigaMX,27,0,0,1,0,0,1,4,2,1591.5,1389.0
Fernando Arce Jr.,Puebla,LigaMX,27,0,0,1,0,0,14,0,0,2091.5,1389.0
Fernando Arce Jr.,Puebla,LigaMX,27,0,0,1,0,0,14,4,2,1591.5,1389.0
Fernando Arce Jr.,Puebla,LigaMX,27,0,0,1,4,0.18,1,0,0,2091.5,666.5
Fernando Arce Jr.,Puebla,LigaMX,27,0,0,1,4,0.18,1,4,2,1591.5,666.5
Fernando Arce Jr.,Puebla,LigaMX,27,0,0,1,4,0.18,14,0,0,2091.5,666.5
Fernando Arce Jr.,Puebla,LigaMX,27,0,0,1,4,0.18,14,4,2,1591.5,666.5
Fernando Arce Jr.,Necaxa,LigaMX,27,2,0,41,0,0,1,0,0,1664.5,1059.5
Fernando Arce Jr.,Necaxa,LigaMX,27,2,0,41,0,0,1,4,2,1164.5,1059.5
Fernando Arce Jr.,Necaxa,LigaMX,27,2,0,41,0,0,14,0,0,1664.5,1059.5
Fernando Arce Jr.,Necaxa,LigaMX,27,2,0,41,0,0,14,4,2,1164.5,1059.5
Fernando Arce Jr.,Necaxa,LigaMX,27,2,0,41,4,0.18,1,0,0,1664.5,337.0
Fernando Arce Jr.,Necaxa,LigaMX,27,2,0,41,4,0.18,1,4,2,1164.5,337.0
Fernando Arce Jr.,Necaxa,LigaMX,27,2,0,41,4,0.18,14,0,0,1664.5,337.0
Fernando Arce Jr.,Necaxa,LigaMX,27,2,0,41,4,0.18,14,4,2,1164.5,337.0
Fernando Beltrán,Guadalajara,LigaMX,25,3,0,101,7,0.16,38,18,13,571.0,243.0
Fernando González,UANL,LigaMX,22,0,0,5,0,0.0,2,0,1,1910.5,1389.0
Fernando Gorriarán,UANL,LigaMX,29,0,3,71,4,0.0,48,15,30,131.0,1017.5
Fernando Madrigal,Tijuana,LigaMX,32,5,0,46,13,0.17,32,4,11,875.0,144.5
Fernando Navarro Morán,Toluca,LigaMX,34,0,0,7,0,0.0,2,1,0,1842.5,1389.0
Fernando Ordóñez,UANL,LigaMX,22,0,0,8,1,0.0,2,3,1,1566.0,1213.5
Fernando Ovelar,Pachuca,LigaMX,20,0,0,2,0,0,2,0,0,2056.0,1389.0
Fernando Rubén González,Guadalajara,LigaMX,29,0,1,57,1,0.0,23,7,6,561.5,1213.5
Fernando Tapia Méndez,Querétaro,LigaMX,22,0,0,0,0,0,5,0,2,1974.5,1389.0
Fidel Ambríz,León,LigaMX,20,1,0,37,6,0.05,23,5,12,874.5,478.5
Francisco Antonio Figueroa,Pachuca,LigaMX,24,0,0,11,1,0.0,9,7,6,1121.0,1213.5
Francisco Contreras,Tijuana,LigaMX,24,0,0,38,1,0.0,19,7,9,838.5,1213.5
Francisco Eduardo Venegas,Mazatlán,LigaMX,25,2,0,22,4,0.25,10,5,2,1248.0,301.0
Francisco Nevarez,FC Juárez,LigaMX,23,0,0,2,0,0,3,1,2,1745.5,1389.0
Francisco Sebastián Córdova,UANL,LigaMX,26,0,2,30,8,0.0,25,10,11,460.0,932.0
Félix Torres Caicedo,Santos,LigaMX,26,5,0,45,6,0.29,10,0,5,1326.5,158.0
Gabriel Carabajal,Puebla,LigaMX,32,0,1,9,0,0.0,3,1,1,1416.0,1389.0
Gabriel Fernández,UNAM,LigaMX,29,5,1,26,13,0.12,40,7,17,548.0,187.0
Gaddi Aguirre,Atlas,LigaMX,27,0,0,12,0,0.0,4,0,2,1703.0,1389.0
Gastón Silva,Puebla,LigaMX,29,1,0,60,4,0.11,13,3,4,1035.5,471.0
Germán Berterame,Monterrey,LigaMX,25,4,1,12,6,0.29,13,3,6,965.5,168.0
Gibran Lajud,Santos,LigaMX,30,0,0,0,0,0,2,0,0,2149.5,1389.0
Gilberto Sepúlveda,Guadalajara,LigaMX,24,0,0,34,0,0.0,7,0,2,1527.5,1389.0
Gonzalo Pelúa,FC Juárez,LigaMX,20,0,0,24,1,0.0,4,3,1,1380.0,1213.5
Guido Pizarro,UANL,LigaMX,33,0,0,77,2,0.0,18,3,5,970.5,1118.0
Guillermo Allison,Querétaro,LigaMX,33,0,0,0,0,0,2,0,0,2149.5,1389.0
Guillermo Martínez Ayala,Puebla,LigaMX,28,10,1,31,20,0.18,35,6,19,526.0,84.5
Gustavo Cabral,Pachuca,LigaMX,38,0,0,39,2,0.0,15,0,4,1390.5,1118.0
Gustavo Del Prete,UNAM,LigaMX,27,2,1,35,4,0.13,24,9,16,484.0,382.0
Gustavo Ferrareis,Puebla,LigaMX,28,0,1,53,3,0.0,37,13,12,417.0,1061.5
Haret Ortega,FC Juárez,LigaMX,23,0,0,5,0,0,3,0,2,1843.0,1389.0
Harold Preciado,Santos,LigaMX,29,11,1,44,20,0.16,48,11,18,395.0,106.5
Henry Martín,América,LigaMX,31,3,4,15,7,0.23,27,6,16,551.5,200.5
Heriberto Jurado,Necaxa,LigaMX,19,0,3,8,0,0.0,16,2,8,942.5,1389.0
Hiram Mier,Guadalajara,LigaMX,34,0,0,0,0,0,0,0,0,2149.5,1389.0
Hugo González Durán,Mazatlán,LigaMX,33,0,0,0,0,0,3,0,2,1974.5,1389.0
Hugo Isaác Rodríguez,Santos,LigaMX,33,0,0,7,1,0.0,2,0,1,1870.5,1213.5
Hugo Nervo,Atlas,LigaMX,33,0,0,42,0,0.0,12,6,4,980.0,1389.0
Héctor Holguín,Santos,LigaMX,22,0,0,0,0,0,0,0,0,2149.5,1389.0
Héctor Moreno,Monterrey,LigaMX,35,0,0,40,0,0,8,2,1,1341.5,1389.0
Héctor Uribe,León,LigaMX,19,0,0,5,1,0.0,3,0,0,2018.0,1213.5
Ignacio Rivero,Cruz Azul,LigaMX,31,1,2,76,10,0.04,60,23,32,114.5,442.0
Igor Lichnovsky,América,LigaMX,29,2,1,24,3,0.33,6,2,2,1096.0,320.0
Iker Moreno,Atlético,LigaMX,20,0,0,8,0,0,5,1,2,1646.5,1389.0
Illian Hernandez,Pachuca,LigaMX,23,2,0,10,9,0.12,7,2,5,1378.5,298.5
Isaác Brizuela,Guadalajara,LigaMX,33,0,2,15,2,0.0,23,5,10,696.5,1118.0
Isaías Violante,Toluca,LigaMX,20,0,0,4,2,0.0,0,2,0,1809.5,1118.0
Isidro Suárez,Monterrey,LigaMX,20,0,0,0,0,0,0,0,0,2149.5,1389.0
Ismael Govea,Santos,LigaMX,26,0,1,24,0,0.0,9,3,4,925.5,1389.0
Israel Larios,Atlas,LigaMX,20,0,0,2,0,0.0,3,0,0,2056.0,1389.0
Israel Luna,Pachuca,LigaMX,21,0,0,8,1,0.0,3,1,1,1714.0,1213.5
Israel Reyes,América,LigaMX,23,0,0,12,0,0.0,2,1,0,1742.5,1389.0
Iván Moreno,León,LigaMX,25,1,3,44,6,0.08,35,17,13,273.0,446.0
Iván Tona,Tijuana,LigaMX,23,0,0,15,0,0.0,7,0,3,1612.0,1389.0
Jahaziel Marchand,Pachuca,LigaMX,22,0,1,13,0,0,6,0,3,1348.0,1389.0
Jaime Gómez Valencia,Querétaro,LigaMX,30,0,0,43,2,0.0,24,6,6,909.5,1118.0
Jaine Barreiro,León,LigaMX,29,1,1,48,5,0.1,18,7,6,583.0,446.0
Jair Cortés,Necaxa,LigaMX,23,0,0,35,0,0.0,13,2,1,1370.5,1389.0
Jair Díaz,Mazatlán,LigaMX,25,0,0,29,0,0.0,7,4,3,1164.0,1389.0
Jair González,Santos,LigaMX,21,0,0,3,1,0.0,0,1,0,1903.5,1213.5
Jan Carmona,FC Juárez,LigaMX,19,0,0,1,0,0,2,0,2,1916.5,1389.0
Javier Aquino,UANL,LigaMX,33,0,0,119,1,0.0,42,21,17,515.5,1213.5
Javier Eduardo López,Pachuca,LigaMX,29,0,0,16,3,0.0,22,8,11,961.5,1061.5
Javier Güemez,Atlético,LigaMX,32,1,1,133,3,0.07,52,15,15,292.5,564.0
Javier Marcelo Correa,Santos,LigaMX,31,1,0,6,8,0.05,15,0,4,1716.0,453.5
Javier Salas,FC Juárez,LigaMX,30,0,0,27,1,0.0,15,3,7,1083.0,1213.5
Jaziel Martínez,Atlas,LigaMX,23,1,2,42,1,0.11,26,6,11,461.5,667.0
Jean Meneses,Toluca,LigaMX,30,0,3,78,2,0.0,51,31,23,96.5,1118.0
Jefferson Intriago,Mazatlán,LigaMX,27,1,0,81,2,0.1,26,3,8,884.5,583.0
Jesús Alberto Angulo,UANL,LigaMX,25,2,0,68,4,0.18,27,13,13,645.5,337.0
Jesús Angulo,Toluca,LigaMX,26,2,2,68,6,0.13,50,15,25,187.0,321.5
Jesús Angulo,Toluca,LigaMX,26,2,2,68,6,0.13,50,3,2,766.0,321.5
Jesús Angulo,Toluca,LigaMX,26,2,2,68,6,0.13,5,15,25,187.0,321.5
Jesús Angulo,Toluca,LigaMX,26,2,2,68,6,0.13,5,3,2,766.0,321.5
Jesús Angulo,Toluca,LigaMX,26,2,2,68,2,0.33,50,15,25,187.0,376.5
Jesús Angulo,Toluca,LigaMX,26,2,2,68,2,0.33,50,3,2,766.0,376.5
Jesús Angulo,Toluca,LigaMX,26,2,2,68,2,0.33,5,15,25,187.0,376.5
Jesús Angulo,Toluca,LigaMX,26,2,2,68,2,0.33,5,3,2,766.0,376.5
Jesús Angulo,León,LigaMX,26,1,1,10,6,0.13,50,15,25,601.0,394.5
Jesús Angulo,León,LigaMX,26,1,1,10,6,0.13,50,3,2,1180.0,394.5
Jesús Angulo,León,LigaMX,26,1,1,10,6,0.13,5,15,25,601.0,394.5
Jesús Angulo,León,LigaMX,26,1,1,10,6,0.13,5,3,2,1180.0,394.5
Jesús Angulo,León,LigaMX,26,1,1,10,2,0.33,50,15,25,601.0,449.5
Jesús Angulo,León,LigaMX,26,1,1,10,2,0.33,50,3,2,1180.0,449.5
Jesús Angulo,León,LigaMX,26,1,1,10,2,0.33,5,15,25,601.0,449.5
Jesús Angulo,León,LigaMX,26,1,1,10,2,0.33,5,3,2,1180.0,449.5
Jesús Corona,Monterrey,LigaMX,31,0,3,34,2,0.0,27,16,13,330.5,1118.0
Jesús Dueñas,Cruz Azul,LigaMX,34,0,0,11,0,0,5,0,2,1719.0,1389.0
Jesús Gallardo,Monterrey,LigaMX,29,1,0,57,3,0.09,18,12,9,726.0,539.5
Jesús Garza,UANL,LigaMX,23,0,0,5,0,0.0,3,0,1,1910.5,1389.0
Jesús Hernández,Pachuca,LigaMX,22,1,0,16,4,0.1,29,6,15,965.0,482.5
Jesús Molina,UNAM,LigaMX,35,0,0,19,1,0.0,7,2,3,1352.0,1213.5
Jesús Orozco,Guadalajara,LigaMX,21,0,0,44,0,0.0,9,2,4,1146.0,1389.0
Jesús Piñuelas,Toluca,LigaMX,25,0,0,2,0,0.0,1,0,0,2056.0,1389.0
Jesús Rivas,UNAM,LigaMX,21,0,0,8,0,0.0,10,3,4,1390.5,1389.0
Jesús Rodríguez,Puebla,LigaMX,30,0,0,0,0,0,4,0,1,2042.0,1389.0
Jesús Sánchez García,Guadalajara,LigaMX,34,0,0,13,0,0,3,1,1,1621.5,1389.0
Jesús Vega,Tijuana,LigaMX,23,0,0,22,2,0.0,7,6,3,1151.0,1118.0
Jesús Venegas,Toluca,LigaMX,28,0,0,20,0,0.0,2,0,0,1803.0,1389.0
Jhon Chancellor,Necaxa,LigaMX,32,0,0,11,0,0,3,0,1,1786.5,1389.0
Jhon Murillo,Atlético,LigaMX,28,1,2,25,5,0.04,45,6,19,485.0,509.0
Joao Joshimar Rojas,Monterrey,LigaMX,26,2,0,18,5,0.13,18,5,8,1060.0,345.5
Joaquín Montecinos,Querétaro,LigaMX,28,0,0,6,3,0.0,11,1,4,1580.5,1061.5
Joaquín Moxica,Monterrey,LigaMX,17,0,0,0,0,0,0,0,0,2149.5,1389.0
Jonathan González,Monterrey,LigaMX,24,0,0,40,0,0,6,0,1,1562.5,1389.0
Jonathan Padilla,Guadalajara,LigaMX,18,3,0,21,8,0.19,14,5,1,1325.0,203.0
Jonathan Perlaza,Querétaro,LigaMX,26,0,0,6,0,0.0,5,0,2,1824.0,1389.0
Jonathan Rodríguez,América,LigaMX,30,6,0,18,10,0.35,19,9,4,1087.5,73.5
Jonathan Torres,Querétaro,LigaMX,27,0,0,0,0,0,1,0,1,2042.0,1389.0
Jonathan dos Santos,América,LigaMX,33,0,1,79,2,0.0,15,2,8,670.5,1118.0
Jordan Sierra,Querétaro,LigaMX,26,0,1,36,3,0.0,23,8,7,599.5,1061.5
Jordan Silva,Atlético,LigaMX,29,0,0,9,1,0.0,8,0,2,1763.0,1213.5
Jordi Cortizo,Monterrey,LigaMX,27,1,2,55,5,0.06,38,16,11,303.5,495.0
Jordy Caicedo,Atlas,LigaMX,26,5,0,7,19,0.14,27,2,10,1326.5,147.0
Jorge Berlanga,Pachuca,LigaMX,20,0,0,17,0,0.0,3,2,0,1608.0,1389.0
Jorge Guzmán,Atlas,LigaMX,20,0,2,15,3,0.0,14,3,7,827.0,1061.5
Jorge Rodríguez,Necaxa,LigaMX,22,0,0,19,2,0.0,17,6,5,1097.0,1118.0
Jorge Ruvalcaba,UNAM,LigaMX,22,0,1,5,0,0.0,6,3,3,1218.0,1389.0
Josué Colmán,Mazatlán,LigaMX,25,3,7,49,10,0.1,47,16,27,144.5,265.0
Josué Díaz,Cruz Azul,LigaMX,19,0,0,0,0,0,0,0,0,2149.5,1389.0
José Abella,Atlas,LigaMX,29,0,0,85,3,0.0,36,15,12,613.5,1061.5
José Antonio Rodríguez,Tijuana,LigaMX,31,0,0,0,0,0,4,0,0,2149.5,1389.0
José Caicedo,UNAM,LigaMX,21,0,0,55,0,0.0,20,4,8,896.0,1389.0
José Castillo Pérez,Pachuca,LigaMX,22,0,1,42,1,0.0,20,9,8,533.0,1213.5
José Corona,Tijuana,LigaMX,42,0,0,0,0,0,1,0,0,2149.5,1389.0
José David Ramírez,León,LigaMX,28,0,0,33,2,0.0,23,19,13,716.5,1118.0
José Galindo,UNAM,LigaMX,25,0,0,2,0,0,0,1,0,1920.5,1389.0
José García,FC Juárez,LigaMX,27,1,0,33,3,0.1,11,1,2,1396.5,526.5
José Iván Rodríguez,León,LigaMX,27,0,0,51,0,0.0,18,5,3,1028.0,1389.0
José Joaquín Esquivel,Necaxa,LigaMX,26,0,0,9,0,0,2,0,0,1938.0,1389.0
José Joaquín Esquivel,Necaxa,LigaMX,26,0,0,9,0,0,2,1,3,1565.0,1389.0
José Joaquín Esquivel,Necaxa,LigaMX,26,0,0,9,0,0,4,0,0,1938.0,1389.0
José Joaquín Esquivel,Necaxa,LigaMX,26,0,0,9,0,0,4,1,3,1565.0,1389.0
José Joaquín Esquivel,Necaxa,LigaMX,26,0,0,9,1,0.0,2,0,0,1938.0,1213.5
José Joaquín Esquivel,Necaxa,LigaMX,26,0,0,9,1,0.0,2,1,3,1565.0,1213.5
José Joaquín Esquivel,Necaxa,LigaMX,26,0,0,9,1,0.0,4,0,0,1938.0,1213.5
José Joaquín Esquivel,Necaxa,LigaMX,26,0,0,9,1,0.0,4,1,3,1565.0,1213.5
José Joaquín Esquivel,Mazatlán,LigaMX,26,0,1,17,0,0,2,0,0,1550.0,1389.0
José Joaquín Esquivel,Mazatlán,LigaMX,26,0,1,17,0,0,2,1,3,1177.0,1389.0
José Joaquín Esquivel,Mazatlán,LigaMX,26,0,1,17,0,0,4,0,0,1550.0,1389.0
José Joaquín Esquivel,Mazatlán,LigaMX,26,0,1,17,0,0,4,1,3,1177.0,1389.0
José Joaquín Esquivel,Mazatlán,LigaMX,26,0,1,17,1,0.0,2,0,0,1550.0,1213.5
José Joaquín Esquivel,Mazatlán,LigaMX,26,0,1,17,1,0.0,2,1,3,1177.0,1213.5
José Joaquín Esquivel,Mazatlán,LigaMX,26,0,1,17,1,0.0,4,0,0,1550.0,1213.5
José Joaquín Esquivel,Mazatlán,LigaMX,26,0,1,17,1,0.0,4,1,3,1177.0,1213.5
José Lozano,Atlas,LigaMX,25,0,0,15,1,0.0,14,6,6,1104.0,1213.5
José Madueña,Mazatlán,LigaMX,33,1,0,10,2,0.5,5,1,2,1607.0,432.0
José Rangel Aguilar,Guadalajara,LigaMX,23,0,0,0,0,0,0,0,0,2149.5,1389.0
José Zúñiga,Querétaro,LigaMX,29,6,1,9,10,0.27,20,5,9,882.0,102.5
Juan Brigido,Guadalajara,LigaMX,22,1,0,6,3,0.33,8,2,4,1495.0,393.0
Juan Brunetta,Santos,LigaMX,26,8,11,115,24,0.14,120,41,68,10.5,118.5
Juan Cantú,América,LigaMX,19,0,0,0,0,0.0,0,0,0,2149.5,1389.0
Juan David Castro,Atlético,LigaMX,32,0,1,6,1,0.0,3,1,1,1477.0,1213.5
Juan Domínguez,Toluca,LigaMX,25,4,2,39,11,0.17,38,15,19,297.5,175.0
Juan Escobar,Cruz Azul,LigaMX,28,0,1,29,3,0.0,14,4,4,839.5,1061.5
Juan Gamboa,Toluca,LigaMX,22,0,0,5,0,0.0,1,3,0,1734.5,1389.0
Juan Ignacio Dinenno,UNAM,LigaMX,29,6,0,25,11,0.06,23,3,8,1077.0,259.0
Juan Pablo Vigón,UANL,LigaMX,32,3,0,57,6,0.25,20,6,9,802.0,199.5
Juan Sanabria,Atlético,LigaMX,23,1,4,52,1,0.09,57,15,36,153.0,691.5
Juan Zapata,Atlas,LigaMX,23,4,0,48,10,0.13,29,10,10,744.5,217.0
Julio Domínguez,Atlético,LigaMX,36,2,1,39,2,0.33,7,1,2,1084.0,376.5
Julio Furch,Atlas,LigaMX,34,0,0,4,2,0.0,8,1,4,1612.0,1118.0
Julio José González,UNAM,LigaMX,32,0,0,0,0,0,5,0,0,2149.5,1389.0
Julián Quiñones,América,LigaMX,26,6,5,32,18,0.1,43,13,21,289.5,174.0
Jürgen Damm,Atlético,LigaMX,31,0,2,8,2,0.0,17,5,10,804.0,1118.0
Kevin Balanta,Tijuana,LigaMX,26,0,0,75,1,0.0,8,4,3,1013.0,1213.5
Kevin Castañeda,Tijuana,LigaMX,24,2,1,68,10,0.06,41,10,23,319.0,355.0
Kevin Castaño,Cruz Azul,LigaMX,23,0,1,64,3,0.0,20,10,3,619.0,1061.5
Kevin Escamilla,Querétaro,LigaMX,29,1,0,46,5,0.06,13,0,2,1465.0,495.0
Kevin Ortega,Monterrey,LigaMX,22,0,0,7,0,0,2,1,1,1735.0,1389.0
Kevin Velasco,Puebla,LigaMX,26,2,1,46,11,0.09,55,22,26,274.5,309.0
Kevin Álvarez,América,LigaMX,24,1,2,43,5,0.08,37,18,17,274.0,470.0
Leonardo Suárez,América,LigaMX,27,2,3,50,8,0.1,41,13,22,230.5,324.0
Leonel Prieto,UANL,LigaMX,22,0,0,0,0,0,0,0,0,2149.5,1389.0
Lisandro Magallán,UNAM,LigaMX,30,0,0,35,2,0.0,9,0,0,1699.0,1118.0
Lucas Cavallini,Tijuana,LigaMX,31,1,0,5,4,0.07,9,3,7,1357.0,520.0
Lucas Di Yorio,Pachuca,LigaMX,27,2,0,15,17,0.05,34,2,15,1149.5,318.0
Lucas Merolla,Mazatlán,LigaMX,28,0,0,1,0,0.0,2,0,0,2091.5,1389.0
Lucas Rodríguez,Tijuana,LigaMX,26,1,3,50,5,0.06,33,7,16,323.0,495.0
Lucas Romero,León,LigaMX,29,0,1,67,2,0.0,36,11,19,329.5,1118.0
Lucas de los Santos,Puebla,LigaMX,22,0,0,4,0,0,1,1,0,1895.0,1389.0
Luis Alfonso Rodríguez,FC Juárez,LigaMX,32,0,2,71,0,0.0,38,12,17,248.0,1389.0
Luis Amarilla,Mazatlán,LigaMX,28,4,1,22,11,0.22,25,10,9,629.0,146.0
Luis Cárdenas,Monterrey,LigaMX,30,0,0,0,0,0,0,0,0,2149.5,1389.0
Luis Enrique Quiñones,UANL,LigaMX,32,2,4,90,7,0.11,58,40,26,41.5,322.0
